tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
10463,1,2772200,398800,442100,213500,104300,178400,1683400,11600,200
10464,1,5143500,406500,575800,204800,107400,179100,3923500,12100,200
10465,1,3643800,343300,471100,215600,104600,177200,2507600,11500,0
10466,1,4418500,395500,642300,214100,105600,177100,3082900,11300,100
10467,1,2423100,424400,410800,201100,105000,172800,1360500,11100,0
10468,1,2226300,342300,382700,196000,104600,177000,1276800,11400,0
10469,1,1774800,351300,339400,206900,111000,179800,832600,12100,100
10470,1,1668000,382800,373200,205400,114300,177200,639900,13600,100
10471,1,1492200,361900,338200,206400,107500,175800,522100,13200,200
10472,1,1607800,353500,359300,195900,106000,174000,642100,11700,100
10473,1,1528500,350600,307800,202100,106400,175100,609900,12100,100
10474,1,1548700,348600,356800,201600,105400,175900,539900,11200,100
10475,1,1466400,359100,301100,206300,105400,174500,544600,11200,0
10476,1,1835800,523000,420100,200100,104800,175300,607500,11100,0
10477,1,1492700,349400,311400,199500,104100,174100,568300,10900,0
10478,1,3980600,354000,443900,198000,104500,173200,2943400,11300,200
10479,1,2323900,375000,402800,229600,107200,173600,1228600,11900,200
10480,1,2709100,848400,442600,202900,105700,173900,1135000,11600,100
10481,1,6956600,374200,391200,211400,108900,184200,5928300,12500,100
10482,1,4278800,377200,442100,206700,104900,183000,3192800,12200,100
10483,1,4434900,351600,420600,205800,107800,185700,3401800,12200,100
10484,1,3831400,344500,477900,208700,104600,185500,2739800,11700,100
10485,1,3568500,372900,433900,226000,106500,182200,2468600,11900,200
10486,1,3743200,382800,453900,229800,105000,179900,2573000,11200,100
10487,1,2225900,544500,353000,394900,103300,156300,871400,11400,0
10488,1,3523000,386200,810600,203500,106500,177400,2070500,11800,200
10489,1,2065800,354300,326500,199000,105100,178300,1124900,11100,100
10490,1,1677200,335400,510200,202400,104600,177700,572400,11100,0
10491,1,2637600,368100,319700,196700,106400,177300,1657900,11300,0
10492,1,1619500,340300,416900,202900,104800,178600,585900,11300,200
10493,1,1470600,335500,313100,200900,104500,178600,562600,10900,200
10494,1,1402400,341300,455100,198700,103700,176100,338800,11100,0
