tick,run,wholeUpdate,entityUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate
3822,0,2011500,1709900,25600,139800,110500
3823,0,1831400,1505000,50200,135400,121800
3824,0,1767500,1428400,26600,176300,106000
3825,0,1889700,1557400,57200,142800,101800
3826,0,2385400,1954000,76000,192800,111100
3827,0,1985600,1624100,75300,151900,114200
3828,0,1739000,1406900,39700,159100,112200
3829,0,1596100,1311500,20800,139900,98900
3830,0,2032000,1709200,26100,146100,118500
3831,0,2063600,1648700,78200,153400,127500
3832,0,2494500,2105800,28600,211100,100900
3833,0,2142900,1745700,76800,179300,108300
3834,0,2200800,1796000,66700,173500,127600
3835,0,2798700,2462100,26800,168800,111700
3836,0,2203900,1893800,40400,143600,97000
3837,0,2061200,1639500,104100,152000,141200
3838,0,2394800,1877600,85500,192500,125100
3839,0,2516800,2107500,73300,161100,113400
